Unnamed: 0,formulary_name,med_name_generic,med_action_dose_unit,volume_given,count,volume_unit,volume_numeric,
1684,Vasopressin/Placebo for study,vasopressin/placebo (P#IDS22),Not Recorded,none,6,,,
1685,Vecuronium 10 mg inj,vecuronium,Not Recorded,none,18341,,,
1686,Vecuronium 1mg/mL 10mL syringe,vecuronium,Not Recorded,10 mL,17,mL,10,
1687,Vecuronium 1mg/mL neonate syringe,vecuronium in NS syringe,Not Recorded,none,21,,,
1688,Vecuronium 20 mg inj,vecuronium,Not Recorded,none,13,,,
1689,Vedolizumab 300 mg inj.,vedolizumab,Not Recorded,none,17,,,
1690,Verapamil 300 mcg/3 mL syringe CATH LAB,verapamil 300 mcg/3 mL,Not Recorded,3 mL,250,mL,3,
1691,Verapamil 300 mcg/3 mL syringe CATH LAB,verapamil 5 mg/50 mL,Not Recorded,3 mL,34,mL,3,
1692,Verapamil 5 mg/2 mL inj,verapamil,Not Recorded,2 mL,2098,mL,2,
1693,VinBLAStine 10 mg/10 mL inj,vinBLAStine,Not Recorded,10 mL,37,mL,10,
1694,VinCRIStine 1 mg/mL inj,vinCRIStine,Not Recorded,none,5953,,,
1695,VinORELBine 10 mg/1 mL inj,vinORELBine,Not Recorded,1 mL,71,mL,1,
1696,Vincristine 2 mg/ 2mL inj,vincristine,Not Recorded,2 mL,978,mL,2,
1697,Visipaque 320 mg 200 mL btl,iodixanol,Not Recorded,200 mL,1,mL,200,
1698,Voriconazole 200 mg inj,voriconazole,Not Recorded,none,4580,,,
1699,Voriconazole 200 mg tab,voriconazole,Not Recorded,none,1,,,
1700,Voriconazole 50mg tab,voriconazole,Not Recorded,none,5,,,
1701,"Water, Sterile 100  mL bag","water, sterile",Not Recorded,100 mL,95,mL,100,
1702,"Water, Sterile 1000 mL IV bag","water, sterile bag",Not Recorded,1000 mL,75232,mL,1000,
1703,"Water, Sterile 2 Liter bag","water, sterile",Not Recorded,2 L,51,L,2,
1704,"Water, Sterile 20 mL inj","water, sterile",Not Recorded,20 mL,60,mL,20,
1705,"Water, Sterile 50 mL inj","water, sterile",Not Recorded,50 mL,15979,mL,50,
1706,"Water, Sterile Irrig 1500 mL","water, sterile irrig",Not Recorded,1500 mL,3,mL,1500,
1707,"Water,St. 1000 mL  irrigation btl","water, sterile irr btl",Not Recorded,1000 mL,1,mL,1000,
1708,"Water,Sterile 10 mL inj","water, sterile",Not Recorded,10 mL,15,mL,10,
1709,Zidovudine 200mg inj,zidovudine,Not Recorded,none,813,,,
1710,Zidovudine 4mg/mL/D5W neonate syringe,zidovudine in D5W syringe,Not Recorded,none,14,,,
1711,Zinc Sulfate 5 mg/mL inj,zinc sulfate,Not Recorded,none,6116,,,
1712,Zinc Trace Element 10 mg/10 mL inj,zinc,Not Recorded,10 mL,1592,mL,10,
1713,Zinecard 500 mg inj cardio tox,dexrazoxane,Not Recorded,none,22,,,
1714,Ziprasidone 20 mg/ 1 mL inj,ziprasidone,Not Recorded,1 mL,13,mL,1,
1715,Zoledronic 4 mg inj,zoledronic acid,Not Recorded,none,925,,,
1716,Zoledronic 4 mg/NS 100mL,zoledronic acid in ns,Not Recorded,100 mL,30,mL,100,
1717,Zoledronic acid 4 mg/100 mL premix IVPB,zoledronic acid,Not Recorded,100 mL,408,mL,100,
1718,Zoledronic acid 5 mg/100 mL IVPB,zoledronic acid,Not Recorded,100 mL,8,mL,100,
1719,acetaminophen 10 mg/mL neonate IVPB syringe,acetaminophen IVPB syringe,Not Recorded,none,6,,,
1720,acetaminophen-codeine 300 mg-15 mg tab,acetaminophen-codeine,Not Recorded,none,1,,,
1721,adenosine 200 mcg/20 mL syringe  CATH LAB ONLY,adenosine syringe CATH LAB ONLY,Not Recorded,20 mL,5,mL,20,
1722,adenosine 90 mg/90 mL NS CATH LAB,adenosine,Not Recorded,90 mL,401,mL,90,
1723,albuterol 2.5 mg/ 0.5 ml neb,albuterol,Not Recorded,0.5 mL,3,mL,0.5,
1724,albuterol 2.5 mg/0.5mL neb,albuterol,Not Recorded,0.5 mL,2,mL,0.5,
1725,albuterol 2.5 mg/3 mL neb,albuterol 0.083%,Not Recorded,3 mL,2,mL,3,
1726,alteplase 2 mg inj Syringe,alteplase,Milligram/Hour,none,1660,,,
1727,alteplase STEMI bolus inj,alteplase,Not Recorded,none,3,,,
1728,alteplase inj for bolus,alteplase,Not Recorded,none,325,,,
1729,alteplase per 10 mg,alteplase,Milligram/Hour,none,1817,,,
1730,alteplase per 12.5mg ADD,alteplase,Not Recorded,none,13635,,,
1731,amiodarone 500 mg/250 mL CATH LAB,amiodarone,Not Recorded,250 mL,27,mL,250,
1732,amphotericin B lock soln. 2.5mg/ml 2ml syr.,amphotericin B lock soln.,Not Recorded,2 mL,4,mL,2,
1733,anti-inhibitor coagulant complex 1000 units,anti-inhibitor coagulant complex,Not Recorded,none,114,,,
1734,anti-inhibitor coagulant complex 2500 units,anti-inhibitor coagulant complex,Not Recorded,none,570,,,
1735,anti-inhibitor coagulant complex 50 units,anti-inhibitor coagulant complex,Not Recorded,none,36,,,
1736,anti-inhibitor coagulant complex 50 units inj,anti-inhibitor coagulant complex,Not Recorded,none,439,,,
1737,antihemophilic factor 8 recombinant 1000 units,factor 8,Not Recorded,none,194,,,
1738,antihemophilic factor 8 recombinant 1000 units,factor 8 (Kogenate),Not Recorded,none,67,,,
1739,antihemophilic factor 8 recombinant 1000 units inj,antihemophilic factor 8,Not Recorded,none,101,,,
1740,antihemophilic factor 8 recombinant 2000 units,factor 8,Not Recorded,none,388,,,
1741,antihemophilic factor 8 recombinant 2000 units,factor 8 (Kogenate),Not Recorded,none,84,,,
1742,antihemophilic factor 8 recombinant 250 units,factor 8,Not Recorded,none,5,,,
1743,antihemophilic factor 8 recombinant 3000 units,factor 8,Not Recorded,none,61,,,
1744,antihemophilic factor 8 recombinant 3000 units,factor 8 (Kogenate),Not Recorded,none,86,,,
1745,antihemophilic factor 8 recombinant 500 units,factor 8,Not Recorded,none,59,,,
1746,antihemophilic factor 8 recombinant 500 units,factor 8 (Kogenate),Not Recorded,none,3,,,
1747,antihemophilic factor-von Willebrand 500 units,antihemophilic F8-von Willebrand,Not Recorded,none,10,,,
1748,antihemophilic factor-von Willebrand 500 units (HUMATE P),antihemoph F8-vonWill HUMATE P,Not Recorded,none,2,,,
1749,antihemophilic factor-von Willebrand 500 units (HUMATE P),antihemophilic F8-von Willebrand,Not Recorded,none,1,,,
1750,antihemophilic factor-von Willebrand factor (WILATE) 1000U,antihemoph-vonwillebrand (WILATE),Not Recorded,none,137,,,
1751,antihemophilic factor-von Willebrand factor (WILATE) 500U,antihemoph-vonwille WILATE,Not Recorded,none,7,,,
1752,antihemophilic factor-von Willebrand factor 1000 units,antihemophilic F8-von Willebrand,Not Recorded,none,46,,,
1753,antihemophilic factor-von Willebrand factor 1000 units (HUMATE P),antihemoph F8-vonWill HUMATE P,Not Recorded,none,19,,,
1754,antihemophilic factor-von Willebrand factor 1000 units (HUMATE P),antihemophilic F8-von Willebrand,Not Recorded,none,57,,,
1755,antihemophilic factor-von Willebrand factor 1600 units,antihemophilic F8-von Willebrand,Not Recorded,none,48,,,
1756,antihemophilic factor-von Willebrand factor 1600 units (HUMATE P),antihemoph F8-vonWill HUMATE P,Not Recorded,none,2,,,
1757,antihemophilic factor-von Willebrand factor 1600 units (HUMATE P),antihemophilic F8-von Willebrand,Not Recorded,none,1,,,
1758,antihemophilic factor-von Willebrand factor 2400 units,antihemophilic factor-von Willebrand factor,Not Recorded,none,8,,,
1759,aprepitant 130 mg inj,aprepitant,Not Recorded,none,2260,,,
1760,arsenic trioxide 1 mg/mL 10 mL inj,arsenic trioxide,Not Recorded,10 mL,941,mL,10,
1761,arsenic trioxide 2 mg/mL injection,arsenic trioxide,Not Recorded,none,230,,,
1762,artesunate 110 mg IV inj,artesunate,Not Recorded,none,7,,,
1763,atropine-diphenoxylate 5 mg/10 mL UD liq,atropine-diphenoxylate,Not Recorded,10 mL,1,mL,10,
1764,aztreonam 1 gm inj,aztreonam,Not Recorded,none,2902,,,
1765,aztreonam 2 gm inj,aztreonam,Not Recorded,none,4321,,,
1766,bendamustine 45 mg/0.5mL inj,bendamustine,Not Recorded,0.5 mL,5,mL,0.5,
1767,bevacizumab-awwb 100mg/4mL inj,bevacizumab-awwb(MVASI),Not Recorded,4 mL,1,mL,4,
1768,bevacizumab-awwb 400mg/16mL inj,bevacizumab-awwb(MVASI),Not Recorded,16 mL,1,mL,16,
1769,"bottle, sterile","bottle, sterile",Not Recorded,none,56,,,
1770,cabazitaxel 60 mg/6 mL inj,cabazitaxel,Not Recorded,6 mL,1,mL,6,
1771,calcium carbonate 1250 mg (500 mg elemental) tab,calcium carbonate,Not Recorded,none,2,,,
1772,calcium gluconate 1 gm/100 mL NS IVPB,calcium gluconate/NS,Not Recorded,100 mL,1138,mL,100,
1773,calcium gluconate 1 gm/50 mL IVPB,calcium gluconate,Not Recorded,50 mL,735,mL,50,
1774,calcium gluconate 1 gm/50 mL NS IVPB,calcium gluconate NS,Not Recorded,50 mL,5,mL,50,
1775,calcium gluconate 10gm/100ml inj,calcium gluconate,Not Recorded,100 mL,71,mL,100,
1776,calcium gluconate 2 gm/100 mL NS IVPB,calcium gluconate/NS,Not Recorded,100 mL,254,mL,100,
1777,calcium gluconate 3 gm/100 mL NS IVPB,calcium gluconate/NS,Not Recorded,100 mL,5,mL,100,
1778,calcium gluconate 5 gm/50 mL inj,calcium gluconate,Grams/Hour,50 mL,116539,mL,50,
1779,cangrelor 50 mg inj,cangrelor,Microgram/Kilogram/Minute,none,8489,,,
1780,caplacizumab-yhdp 11 mg kit,caplacizumab-yhdp,Not Recorded,none,2,,,
1781,carfilzomib 10 mg inj,carfilzomib,Not Recorded,none,2,,,
1782,casirivimab 1332mg inj,casirivimab,Not Recorded,none,1,,,
1783,casirivimab 1332mg inj,casirivimab REGN 10933,Not Recorded,none,15,,,
1784,casirivimab 300mg inj,casirivimab REGN10933,Not Recorded,none,147,,,
1785,casirivimab-imdevimab 600 mg-600 mg/10 mL inj,casirivimab-imdevimab,Not Recorded,10 mL,36,mL,10,
1786,casirivimab-imdevimab 600 mg-600 mg/10 mL inj,casirivimab-imdevimab 600-600mg,Not Recorded,10 mL,243,mL,10,
1787,ceFAZolin 1 gm in NS 50mL ivpb,ceFAZolin in NS,Not Recorded,50 mL,11625,mL,50,
1788,ceFAZolin 2 gm/50 mL IVPB,ceFAZolin,Not Recorded,50 mL,1068,mL,50,
1789,ceFAZolin 2 gm/60 mL D5W IVPB,ceFAZolin,Not Recorded,60 mL,1491,mL,60,
1790,cefEPIME 1gm inj,cefEPIME,Not Recorded,none,20943,,,
1791,cefEPIME 2gm inj,cefEPIME,Not Recorded,none,162213,,,
1792,cefOXiitin 1 gm inj,cefOXitin,Not Recorded,none,1255,,,
1793,cefOXiitin 1 gm inj,cefoxitin,Not Recorded,none,2105,,,
1794,cefOXiitin 2 gm inj,cefOXitin,Not Recorded,none,4325,,,
1795,cefOXiitin 2 gm inj,cefoxitin,Not Recorded,none,3556,,,
1796,cefTAZIDime 1gm inj,cefTAZIDime,Not Recorded,none,25474,,,
1797,cefTAZIDime 2gm inj,cefTAZIDime,Not Recorded,none,91054,,,
1798,cefTRIAXone 1 gm IV inj,cefTRIAXone,Not Recorded,none,75020,,,
1799,cefTRIAXone 1gm IM inj,cefTRIAXone,Not Recorded,none,350,,,
1800,cefTRIAXone 1gm IM inj,ceftriaxone,Not Recorded,none,8779,,,
1801,cefTRIAXone 2 gm IM inj,cefTRIAXone,Not Recorded,none,67,,,
1802,cefTRIAXone 2 gm inj,cefTRIAXone,Not Recorded,none,137856,,,
1803,cefTRIAXone 2 gm inj,ceftriaxone,Not Recorded,none,3877,,,
1804,cefTRIAXone 500mg IM inj,cefTRIAXone,Not Recorded,none,40,,,
1805,cefaZOLIN 1 gm OR syringe,cefaZOLIN,Not Recorded,none,107336,,,
1806,cefaZOLIN 1 gm inj,cefaZOLIN,Not Recorded,none,174682,,,
1807,cefaZOLIN 1 gm/50 mL Iso-Dex,cefaZOLIN in Iso-Dex,Not Recorded,50 mL,2168,mL,50,
1808,cefaZOLIN 2 g/20 mL OR syringe,ceFAZolin,Not Recorded,20 mL,4,mL,20,
1809,cefaZOLIN 2 g/20 mL OR syringe,cefaZOLIN,Not Recorded,20 mL,2,mL,20,
1810,cefaZOLIN 2 gm OR syringe,cefaZOLIN,Not Recorded,none,32,,,
1811,cefaZOLIN 500 mg inj,cefaZOLIN,Not Recorded,none,1081,,,
1812,cefepime 2 gm/NS 50 mL IVPB,cefepime,Not Recorded,50 mL,842,mL,50,
1813,cefiderocol 1 gm inj,cefiderocol,Not Recorded,none,1019,,,
1814,chlorproMAZINE 50 mg/2mL inj,chlorproMAZINE,Not Recorded,2 mL,306,mL,2,
1815,clindamycin 6mg/1mL/NS neonate syringe,clindamycin in NS syringe,Not Recorded,1 mL,16,mL,1,
1816,clofarabine 20 mg/20mL inj,clofarabine,Not Recorded,20 mL,19,mL,20,
1817,coagulation factor IX recombinant 1000 units,factor 9,Not Recorded,none,10,,,
1818,coagulation factor IX recombinant 2000 units,factor 9,Not Recorded,none,2,,,
1819,coagulation factor IX recombinant 3000 units,factor 9,Not Recorded,none,89,,,
1820,coagulation factor IX recombinant inj,coagulation factor IX,Not Recorded,none,7,,,
1821,"coagulation factor Xa (recombinant), inactivated-zhzo (ANDEXXA)",coagulation factor Xa,Milligram/Hour,none,53,,,
1822,cytarabine lipo-daunorub lipo 100mg-44mg,cytarabine liposomal-daunorubicin liposomal,Not Recorded,none,3,,,
1823,cytarabine lipo-daunorub lipo 100mg-44mg,cytarabine-daunorubicin lipo,Not Recorded,none,151,,,
1824,deferoxamine 2 gm inj,deferoxamine,Not Recorded,none,5,,,
1825,defibrotide 80 mg/mL 2.5ml inj,defibrotide,Not Recorded,2.5 mL,91,mL,2.5,
1826,dexamethasone 10 mg/mL 1 mL PF injection,dexamethasone,Not Recorded,1 mL,7428,mL,1,
1827,dexamethasone 10 mg/mL 1 mL PF injection,dexamethasone.,Not Recorded,1 mL,4235,mL,1,
1828,dexamethasone 10 mg/mL 1 mL inj,dexamethasone,Not Recorded,1 mL,1718,mL,1,
1829,dilTIAZem 5 mg/mL ADD,dilTIAZem,Milligram/Hour,none,87,,,
1830,droperidol 0.625 mg/mL/NS syr,droperidol,Not Recorded,none,361,,,
1831,"epoprostenol 750,000 ng (0.75mg) inhale (Veletri)",epoprostenol,Not Recorded,none,11,,,
1832,eravacycline 50 mg inj,eravacycline,Not Recorded,none,1047,,,
1833,esmolol 10 mg/mL bolus from bag,esmolol,Not Recorded,none,19,,,
1834,fentaNYL 2 mcg/mL-ropiv 0.2% EPIDURAL 50mL,fentanyl-ropivacaine 0.2%,Not Recorded,50 mL,3,mL,50,
1835,fentaNYL 50 mcg/1 mL inj,fentaNYL,Not Recorded,1 mL,2258,mL,1,
1836,fentanyl 500 mcg/50 mL PCA,fentaNYL pca,Not Recorded,50 mL,1,mL,50,
1837,fentanyl 600 mcg/60 mL PCA,fentanyl pca,Not Recorded,60 mL,49,mL,60,
1838,fluconazole 40 mg/mL UD Liquid,fluconazole,Not Recorded,none,4,,,
1839,gabapentin 300 mg/6 mL liq UD,gabapentin,Not Recorded,6 mL,2,mL,6,
1840,ganciclovir 2000 mcg/0.1 mL intravitreal inj,ganciclovir,Not Recorded,0.1 mL,2,mL,0.1,
1841,gemtuzumab ozogamicin 4.5 mg/4.5 mL inj,gemtuzumab ozogamicin,Not Recorded,4.5 mL,44,mL,4.5,
1842,glucarpidase 1000 units inj,glucarpidase,Not Recorded,none,1,,,
1843,glycopyrrolate 0.2 mg/mL 2 mL syringe,glycopyrrolate,Not Recorded,2 mL,2,mL,2,
1844,hePARIN Vas-Cath 1000 unit(s)/mL,hePARIN vascath,Not Recorded,none,324,,,
1845,hemin 350 mg inj,hemin,Not Recorded,none,76,,,
1846,heparin 100 units/mL re-bolus from bag,heparin,Not Recorded,none,214,,,
1847,heparin 5000 units inhale,heparin,Not Recorded,none,15,,,
1848,heparin 5000 units inhale,heparin inhale,Not Recorded,none,1,,,
1849,hepatitis B immune globulin /NS IVPB,hepatitis B immune glob./NS,Not Recorded,none,132,,,
1850,hepatitis B immune globulin /NS IVPB,hepatitis B immune globulin/NS IVPB,Not Recorded,none,9,,,
1851,imdevimab 1332mg inj,imdevimab,Not Recorded,none,1,,,
1852,imdevimab 1332mg inj,imdevimab REGN10987,Not Recorded,none,15,,,
1853,imdevimab 300mg inj,imdevimab REGN10987,Not Recorded,none,147,,,
1854,immune globulin intravenous 10% 10g (Gammagard S/D Low IgA),immune globulin intravenous 10%,Not Recorded,none,33,,,
1855,immune globulin intravenous 10% 5g (Gammagard  S/D Low IgA),immune globulin intravenous 10%,Not Recorded,none,5,,,
1856,inFLIXimab-dyyb (Inflectra) 100 mg inj,inFLIXimab-dyyb,Not Recorded,none,40,,,
1857,inFLIXimab-dyyb (Inflectra) 100 mg inj,inFLIXimab-dyyb (Inflectra),Not Recorded,none,169,,,
1858,indocyanine green 25 mg,indocyanine green,Not Recorded,none,2416,,,
1859,influenza virus vaccine (Fluarix) 0.5mL inj,influenza virus 0.5 mL vaccine,Not Recorded,0.5 mL,1,mL,0.5,
1860,inotuzumab 0.9 mg/3.6 mL inj,inotuzumab ozogamicin,Not Recorded,3.6 mL,11,mL,3.6,
1861,insulin isophane (NPH) 100 units/mL,insulin isophane (NPH),Not Recorded,none,1,,,
1862,insulin isophane-regular 70u-30u/mL inj 3 mL,insulin isophane-insulin regular,Not Recorded,3 mL,2,mL,3,
1863,insulin lispro 10 unit(s)/mL OR syringe,insulin lispro,Not Recorded,none,214,,,
1864,insulin lispro 10 unit(s)/mL OR syringe,insulin lispro OR,Not Recorded,none,278,,,
1865,insulin lispro 100 unit/mL inj,insulin lispro,Not Recorded,none,335,,,
1866,insulin lispro 100 units/mL inj.,insulin lispro,Not Recorded,none,80,,,
1867,insulin pump patient - lispro,insulin pump patient - lispro,Not Recorded,none,1,,,
1868,insulin pump patient - regular,insulin pump patient - regular,Not Recorded,none,5,,,
1869,insulin regular 1 unit/mL bolus from bag,insulin regular,Not Recorded,none,98,,,
1870,insulin regular 100 units/mL inj 3 mL,insulin regular,Not Recorded,3 mL,25431,mL,3,
1871,insulin regular OR SYR 1unit(s)/mL 10mL,insulin reg human,Not Recorded,10 mL,5577,mL,10,
1872,insulin regular OR SYR 1unit(s)/mL 10mL,insulin regular OR,Not Recorded,10 mL,2940,mL,10,
1873,ketamine 50 mg/5 mL-NaCl 0.9% solu,ketamine,Not Recorded,5 mL,3,mL,5,
1874,ketamine Bolus from bag,ketamine Bolus from bag,Not Recorded,none,231,,,
1875,labetalol 200 mg/40 mL ADD,labetalol,Milligrams/Minute,40 mL,2833,mL,40,
1876,labetalol 200 mg/40 mL inj,labetalol,Not Recorded,40 mL,15,mL,40,
1877,leucovorin 500 mg/50mL inj,leucovorin,Not Recorded,50 mL,55,mL,50,
1878,levETIRAcetam 100 mg/mL ped oral syringe,levETIRAcetam,Not Recorded,none,1,,,
1879,leveTIRACETAM 500 mg tab,leveTIRACETAM,Not Recorded,none,6,,,
1880,levothyroxine 100 mcg (0.1 mg) inj.,levothyroxine,Not Recorded,none,35654,,,
1881,levothyroxine 100 mcg (0.1 mg) pwd inj,levothyroxine,Not Recorded,none,757,,,
1882,levothyroxine 100 mcg (0.1 mg)/5 mL inj,levothyroxine,Not Recorded,5 mL,1760,mL,5,
1883,lidocaine 1% inj 50mL,lidocaine,Not Recorded,50 mL,1,mL,50,
1884,lidocaine 1% inj for local anesthesia,lidocaine 1%,Not Recorded,none,34,,,
1885,lidocaine 1% preservative-free inj 10mL,lidocaine 1%,Not Recorded,10 mL,4,mL,10,
1886,lidocaine 2% inj for local anesthesia,lidocaine 2%,Not Recorded,none,2,,,
1887,liothyronine 10 mcg/mL inj,liothyronine,Not Recorded,none,125,,,
1888,melphalan 50 mg inj (EVOMELA),melphalan (EVOMELA),Not Recorded,none,160,,,
1889,meropenem 1000 mg/ 50 mL NS IVPB,meropenem,Not Recorded,50 mL,2405,mL,50,
1890,meropenem 20mg/mL/NS neonate syringe,meropenem in NS syringe,Not Recorded,none,170,,,
1891,meropenem-vaborbactam 2gm inj,meropenem-vaborbactam,Not Recorded,none,1055,,,
1892,methadone 10 mg/mL ADULT oral conc,methadone,Not Recorded,none,1,,,
1893,methocarbamol 1000 mg/100 mL NS IVPB,methocarbamol in NS,Not Recorded,100 mL,1026,mL,100,
1894,methocarbamol 500 mg/50 mL NS IVPB,methocarbamol in NS,Not Recorded,50 mL,589,mL,50,
1895,methylPREDNISolone 8 mg tab,methylPREDNISolone,Not Recorded,none,6,,,
1896,metroNIDAZOLE 5mg/ml CMPD,metroNIDAZOLE / NS,Not Recorded,none,968,,,
1897,midazolam (HIGH CONCENTRATION) 5 mg/mL inj   2 mL,midazolam,Not Recorded,2 mL,1233,mL,2,
1898,midazolam (HIGH CONCENTRATION) 5 mg/mL pf  1 mL inj,midazolam,Not Recorded,1 mL,1346,mL,1,
1899,morphine 50 mg/50 mL PCA/NCA,morphine PCA,Not Recorded,50 mL,7592,mL,50,
1900,morphine 50 mg/mL 20 mL inj,morphine,Not Recorded,20 mL,188,mL,20,
1901,nf bulk,nf bulk,Not Recorded,none,15,,,
1902,nf chemo,nf chemo,Not Recorded,none,1511,,,
1903,nf ivpb,nf ivpb,Not Recorded,none,9203,,,
1904,nf med,nf med,Not Recorded,none,4802,,,
1905,nitroglycerin 0.2 mg/mL 3 mL syr CATH LAB,nitroglycerin,Not Recorded,3 mL,17,mL,3,
1906,nitroglycerin 10 mg/50 mL D5W CATH LAB,nitroglycerin 10 mg/50 mL CATH LAB,Not Recorded,50 mL,272,mL,50,
1907,nitroglycerin 25mg/250mL drip (100mcg/mL) for Cath Lab,nitroglycerin,Not Recorded,250 mL,30,mL,250,
1908,nitroprusside 25 mg/250 mL NS Drip CATH LAB,nitroprusside 25 mg drip CATH LAB,Not Recorded,250 mL,25,mL,250,
1909,nivolumab 10 mg/mL 4 mL inj,nivolumab,Not Recorded,4 mL,3,mL,4,
1910,nn-levETIRAcetam 5 mg/mL NS Neonate Syringe,levETIRAcetam NS syringe,Not Recorded,none,1,,,
1911,nn-morphine 10 mg/mL ADD,morphine,Milligram/Kilogram/Hour,none,95,,,
1912,obinutuzumab 1000 mg/40mL,obinutuzumab,Not Recorded,40 mL,10,mL,40,
1913,omadacycline 100 mg inj,omadacycline,Not Recorded,none,125,,,
1914,oxymetazoline 0.05% nasal spray 30 mL,oxymetazoline nasal,Not Recorded,30 mL,182,mL,30,
1915,oxytocin 30 units/500 mL Infusion,oxytocin infusion,Not Recorded,500 mL,5386,mL,500,
1916,pamidronate 60 mg/10mL injection,pamidronate,Not Recorded,10 mL,15,mL,10,
1917,papaverine 30 mg/mL 2mL inj,papaverine,Not Recorded,2 mL,2,mL,2,
1918,patisiran 10 mg/5 mL inj,patisiran,Not Recorded,5 mL,2,mL,5,
1919,phytonadione  (Vit K) 10 mg/mL inj,phytonadione,Not Recorded,none,1089,,,
1920,piperacillin-tazobactam 4.5 gm / 100 mL IVPB (EUH),piperacillin-tazobactam,Not Recorded,100 mL,4085,mL,100,
1921,potassium chloride 10 mEq/100 mL NS IVPB,potassium chloride,Not Recorded,100 mL,288,mL,100,
1922,potassium chloride 10 mEq/100 mL NS IVPB,potassium chloride in NS,Not Recorded,100 mL,2634,mL,100,
1923,potassium chloride 10 mEq/5 mL (2mEq/mL) inj,potassium chloride,Not Recorded,5 mL,11,mL,5,
1924,potassium chloride 20 mEq/50 mL NS IVPB,potassium chloride,Not Recorded,50 mL,8,mL,50,
1925,potassium chloride 20 mEq/50 mL NS IVPB,potassium chloride/NS,Not Recorded,50 mL,3608,mL,50,
1926,potassium chloride 40 mEq/500 mL NS Premix,potassium chloride,Not Recorded,500 mL,1626,mL,500,
1927,rasburicase 1.5 mg inj,rasburicase,Not Recorded,none,1582,,,
1928,ravulizumab-cwvz 300 mg/30mL inj,ravulizumab,Not Recorded,30 mL,1,mL,30,
1929,remdesivir 100 mg / 20 mL inj,remdesivir,Not Recorded,20 mL,28719,mL,20,
1930,remdesivir 100 mg/250 mL IVPB,remdesivir,Not Recorded,250 mL,1594,mL,250,
1931,riTUXimab (Rituxan) 100 mg inj,riTUXimab,Not Recorded,none,20,,,
1932,riTUXimab (Rituxan) 100 mg inj,riTUXimab (Rituxan),Not Recorded,none,27,,,
1933,riTUXimab (Rituxan) 500 mg inj,riTUXimab,Not Recorded,none,17,,,
1934,riTUXimab (Rituxan) 500 mg inj,riTUXimab (Rituxan),Not Recorded,none,11,,,
1935,riTUXimab 100 mg inj,RiTUXimab,Not Recorded,none,527,,,
1936,riTUXimab 100 mg inj,riTUXimab,Not Recorded,none,3246,,,
1937,riTUXimab 500 mg inj,riTUXimab,Not Recorded,none,233,,,
1938,riTUXimab 500 mg inj,rituximab,Not Recorded,none,21,,,
1939,riTUXimab-abbs (Truxima) 100 mg inj,riTUXimab-abbs,Not Recorded,none,412,,,
1940,riTUXimab-abbs (Truxima) 100 mg inj,riTUXimab-abbs (Truxima),Not Recorded,none,591,,,
1941,riTUXimab-abbs (Truxima) 500 mg inj,riTUXimab-abbs,Not Recorded,none,82,,,
1942,riTUXimab-abbs (Truxima) 500 mg inj,riTUXimab-abbs (Truxima),Not Recorded,none,77,,,
1943,sildenafil 10 mg / 12.5 mL inj. neonate syringe,sildenafil,Not Recorded,12.5 mL,1,mL,12.5,
1944,sodium bicarbonate 2.5 mEq / 5 mL vial,sodium bicarbonate,Not Recorded,5 mL,49,mL,5,
1945,sodium chloride 0.9% injection 20mL,sodium chloride 0.9%,Not Recorded,20 mL,36,mL,20,
1946,sotrovimab 500 mg/8 mL inj,sotrovimab,Not Recorded,8 mL,8,mL,8,
1947,"syringe, IV","syringe, IV",Not Recorded,none,175,,,
1948,tagraxofusp-erzs 1000 mcg inj,tagraxofusp,Not Recorded,none,15,,,
1949,tedizolid 200 mg inj,tedizolid,Not Recorded,none,8,,,
1950,ticagrelor 60 mg tab,ticagrelor,Not Recorded,none,1,,,
1951,tirofiban 12.5 mg/250 mL NS Drip CATH LAB,tirofiban in ns,Not Recorded,250 mL,2259,mL,250,
1952,tirofiban 250 mcg/mL 15 mL inj CATH LAB,tirofiban,Not Recorded,15 mL,7,mL,15,
1953,tirofiban 5mg/100ml Vial CATH LAB ONLY,tirofiban,Not Recorded,100 mL,9,mL,100,
1954,tranexamic acid 500mg/5mL TOPICAL solution,tranexamic acid,Not Recorded,5 mL,16,mL,5,
1955,trastuzumab dkst 150 mg inj,trastuzumab-dkst (Ogivri),Not Recorded,none,1,,,
1956,trastuzumab-dkst 420 mg inj,trastuzumab-dkst (Ogivri),Not Recorded,none,1,,,
1957,treprostinil diluent 50ml vial,treprostinil diluent,Not Recorded,50 mL,79,mL,50,
1958,vancomycin 125 mg/2.5 mL Oral soln.,vancomycin,Not Recorded,2.5 mL,1,mL,2.5,
1959,vancomycin 750 mg/250 mL NS IVPB,vancomycin,Not Recorded,250 mL,228,mL,250,
1960,vancomycin 750 mg/250 mL NS IVPB,vancomycin/ns,Not Recorded,250 mL,326,mL,250,
1961,vasopressin 1 unit/0.05 mL neonate ADD,vasopressin,Not Recorded,0.05 mL,8,mL,0.05,
1962,von Willebrand factor recombinant 900-1700 units,von Willebrand factor,Not Recorded,none,8,,,
1963,zzzD5W 250mL (Polyolefin) for chemo,d5w (polyolefin),Not Recorded,250 mL,1,mL,250,
1964,zzzD5W 50 mL IV bag for chemo,d5w,Not Recorded,50 mL,127,mL,50,
